,artist,title,tid,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
8,"boy in space, unheard",cold,5jYe1mOKg5zUx0enf1DOdz,0.711,0.412,9,-6.827,1,0.0445,0.184,0.0,0.0546,0.186,130.015
9,"marshmello, khalid",silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971
10,ag club,columbia,1L8GpP1KURUrF8Ewj7B7qI,0.702,0.697,10,-5.465,0,0.109,0.0144,0.0,0.119,0.253,113.588
11,royal blood,trouble’s coming,5eR6OS3joTAHJToyzehKfu,0.775,0.688,1,-5.038,0,0.0384,0.0533,0.0,0.321,0.805,112.009
12,"ill nicky, jared anthony",photograph,6ut2gx43omNE2zchw86KSt,0.705,0.843,8,-3.828,0,0.0448,0.151,0.0,0.108,0.719,155.949
13,the griswolds,16 years,3GncyQAqKMwlSVhyM31Lsu,0.546,0.84,0,-4.223,1,0.0512,0.0148,7.69e-06,0.101,0.925,170.058
14,oliver malcolm,switched up,2qtJUSJmPz5mkVhFHrtCd7,0.721,0.69,1,-5.25,0,0.0725,0.0272,1.72e-06,0.0759,0.432,109.983
15,sonny nitez,no tomorrow,6leFvZsCMJ5Bbsg6mzSHCH,0.522,0.48,9,-8.405,1,0.159,0.0603,0.0,0.318,0.156,79.496
16,hdbeendope,top,6MuzfMTEMItnHbwdQSeXes,0.699,0.589,7,-6.487,1,0.159,0.252,0.0,0.292,0.306,131.941
17,various artists,flow,4vyKltTyzhbZO1xVsLx7lX,0.627,0.856,10,-4.207,1,0.0371,0.0047,0.782,0.381,0.454,156.061
18,ponce de'leioun,be about it,7q5UA08eXvkNrzQTbcz0LW,0.784,0.454,4,-12.565,1,0.187,0.136,0.0,0.0957,0.465,100.006
19,"league of legends, thutmose",run it,3uKNoYPEy588darPCXlZxf,0.567,0.564,1,-8.121,1,0.0467,0.00108,0.00315,0.112,0.621,180.084
20,louis the child,big love (with earthgang & mndr),25Q6XHjKEyaXzCvKlwDpPP,0.669,0.748,8,-3.218,1,0.106,0.00498,0.0,0.17,0.373,87.012
21,sofi tukker,baby i'm a queen,5DUj3FwWuczKwsNAU8lgvE,0.642,0.813,6,-4.394,0,0.0305,0.00147,0.761,0.363,0.202,119.965
22,subtact,tunnel vision,4VsJd9oAvamkHdljV1ZvbU,0.532,0.885,0,-4.902,1,0.184,0.00106,0.481,0.312,0.54,163.024
23,"max frost, just kiddin",good morning - just kiddin remix,0oCxOMlKbe1ALgX2cU4iRU,0.702,0.935,8,-4.135,1,0.054,0.0112,0.509,0.315,0.633,122.957
24,various artists,silhouette,2s85wLUTPgqepCrooMhK7o,0.768,0.91,6,-5.841,0,0.186,0.41,0.0336,0.593,0.148,127.958
25,kewell,rapture,0gmxdKrnzfADazigR66dZb,0.685,0.864,10,-4.658,0,0.0428,0.233,0.156,0.112,0.291,124.043
26,o fresh,hype,3i64TXsU1E6UjrkK3N5JsQ,0.638,0.734,10,-6.607,0,0.214,0.579,0.0,0.298,0.588,114.901
27,lil wayne,"i do it (ft. big sean, lil baby)",1bRO28yzxgO3y3UmNR29TZ,0.804,0.528,1,-3.231,1,0.378,0.125,0.0,0.41,0.321,138.005
28,tha supreme,no14 - feat. dani faiv,7KksdXBhdufqWDxGxyt4I7,0.621,0.694,10,-7.773,0,0.0987,0.214,2.13e-06,0.155,0.644,90.059
29,de lux,cool up,4pTi5P2JRx9SeejIV3Xudb,0.579,0.913,9,-7.117,1,0.149,0.023,0.0222,0.106,0.569,141.99
30,zaia,shade,4Gb4v7JYjVOFgzlKrpzP1T,0.852,0.698,5,-7.69,0,0.176,0.0236,0.00479,0.105,0.734,80.004
31,odesza,late night,5Nu5Uyoauauy9LFePYL1Z3,0.612,0.628,2,-6.754,1,0.0752,0.0358,0.00898,0.193,0.434,125.043
32,jungle,busy earnin',07tOsOR7E9zW89v2FqzsdG,0.457,0.883,10,-5.61,0,0.0376,0.209,5.11e-06,0.0912,0.736,99.937
33,"anderson .paak, rick ross",cut em in (feat. rick ross),68wXv4DokvcOVNvuJ7FbWp,0.744,0.777,0,-5.577,1,0.353,0.461,0.0,0.767,0.813,158.052
34,"young ejecta, napolian",build a fire,2sdQ5syy44X5hNoM8s8qWz,0.683,0.852,0,-6.748,1,0.0328,0.000289,0.517,0.174,0.694,105.022
35,zebbo,ball,74mVxscvgHDh6tkxMybb3l,0.711,0.892,4,-4.659,0,0.16,0.155,0.0,0.248,0.877,153.044
36,luxxury,be good 2 me,4xSBY4PgvdUUtdMZfoUJI3,0.675,0.831,9,-6.112,0,0.0413,0.000736,0.04,0.0545,0.964,128.022
37,mille manny,all in,6t0WMOusL1UbpufNiKJ9w0,0.597,0.625,4,-7.242,0,0.0512,0.0613,0.0,0.116,0.678,130.991
38,various artists,major crimes,3nh5RSXnRSHWuQbOJvQr0g,0.483,0.577,4,-11.105,0,0.0339,0.00159,0.347,0.0997,0.0694,77.99
39,m83,kim & jessie,1cTu1MiLR4rOyzIzZd6GYP,0.498,0.553,5,-6.193,1,0.0332,0.000103,0.528,0.273,0.235,111.015
40,"ill nicky, vibes only",california,0td8QgmgwUwlbk58VKf6Fl,0.611,0.804,8,-5.021,1,0.155,0.217,0.0,0.306,0.602,177.929
41,various artists,party freaks (feat. anna yvette),3vSaO9kPmgBvdxrEQ1TBv4,0.686,0.861,6,-4.06,0,0.0282,0.00085,0.000206,0.217,0.602,127.975
42,holt,dance with me,2Z6ylpnIEowfOYARTREUEB,0.809,0.419,5,-9.176,0,0.0358,0.299,1.1e-05,0.0905,0.506,100.0
43,various artists,glide,3mOYyXu8dJq9xdLNBsQfjq,0.759,0.976,0,-1.876,1,0.0616,0.0834,0.000239,0.279,0.635,134.017
44,saint jhn,all i want is a yacht,1Gkuz8ggxpZmfm7HSAc2qI,0.805,0.868,4,-3.857,0,0.244,0.0579,0.0,0.341,0.635,149.936
45,various artists,shiawase,7MuYtvbNRRbrEHUd84xEQI,0.606,0.952,8,-2.004,1,0.217,0.0403,0.000252,0.665,0.351,74.98
46,various artists,nine is god,6sChW7Z0IwSvvBR6m4dMws,0.349,0.97,9,-4.691,1,0.0941,1.3e-06,0.692,0.133,0.0974,121.907
47,various artists,truth and malice,2itaWNAVXbF4V50P8ayDmF,0.355,0.786,7,-5.286,0,0.149,0.0351,0.00439,0.0945,0.271,179.885
48,kaskade,solid ground,1Uwvfrav6kkJUWHECeokme,0.559,0.891,7,-3.232,0,0.0687,0.134,0.000298,0.332,0.164,125.087
49,jack harlow,whats poppin,1jaTQ3nqY3oAAYyCTbIvnM,0.923,0.604,11,-6.671,0,0.245,0.017,0.0,0.272,0.826,145.062
50,rolipso,bugatti ridin',6J60bURyDlBj6MKyw7x2db,0.75,0.797,10,-3.08,0,0.0429,0.0308,0.00179,0.051,0.305,125.989
51,blackbear,lil bit,7L5k4zZvFVnJObxrTNcnaF,0.77,0.572,10,-5.349,0,0.113,0.0147,0.0,0.28,0.685,90.005
52,wolfgang gartner,ching ching,3dxvjyC8LJ5kH2iFqfne8j,0.727,0.75,1,-6.221,1,0.0392,0.00255,1.23e-06,0.116,0.354,124.98
53,la priest,beginning,6Al18bAYlwaiGFp1F5wlih,0.9,0.51,8,-6.562,1,0.0479,0.639,2.75e-05,0.0781,0.971,109.997
54,jany green,little,2fozfsVzd6kCYp5OA3sOUJ,0.819,0.624,0,-7.523,1,0.0665,0.239,0.000461,0.104,0.752,110.001
55,jared anthony,mayday,7ENBJ809w0lAmcoZyE7waV,0.664,0.625,3,-7.095,0,0.0455,0.189,0.0,0.137,0.312,139.868
56,various artists,about u,3YILsWIY9AT603IShPY9jZ,0.561,0.948,2,-2.871,1,0.0682,0.0667,5e-06,0.0962,0.261,126.015
57,tame impala,breathe deeper,3LbZIhU0smEU5SUnxod4j4,0.664,0.848,11,-4.51,0,0.0322,0.0245,0.000127,0.172,0.502,104.998
58,bk fire,armageddon (remix),09Mx5fWmPKrAT5EFKfVhp0,0.425,0.452,8,-8.111,0,0.131,0.017,0.000797,0.0614,0.436,160.162
59,daven,catch you again,2hsncKh3byc2c5CHuXTuTH,0.73,0.805,9,-8.644,0,0.051,0.291,0.00753,0.118,0.219,125.04
60,epthemars,zoom,5PQ76X4JenbDD4T7YLaiRB,0.639,0.49,10,-7.779,0,0.124,0.183,0.0,0.113,0.31,83.037
61,"tyla yaweh, post malone",tommy lee (feat. post malone),5QZKcQDp0tCcvMdyqEciBV,0.457,0.621,10,-5.923,1,0.138,0.218,0.0,0.0944,0.634,85.359
62,jimmy edgar,get up,51mhilUS9gAjguYyuNj3O4,0.869,0.528,10,-8.405,0,0.805,0.057,0.0,0.168,0.149,139.947
63,slushii,all i need,1gAPybZsQhhr7L8WgDneyj,0.82,0.948,4,-3.154,1,0.092,0.00374,0.943,0.068,0.551,123.991
64,tame impala,lost in yesterday,5JWPUEov2wlX7c0jhYZpeB,0.569,0.84,1,-4.123,1,0.118,0.0295,0.000118,0.0995,0.749,183.059
65,flight gang drae,hoop dreams,3TJC3Z7eFiiLIzMOF2AbRM,0.849,0.342,9,-14.443,1,0.138,0.235,1.2e-06,0.0821,0.173,140.06
66,wale,routine (feat. rick ross & meek mill),5MqPHMhLXyZDDPHMGEF6MQ,0.74,0.712,9,-7.188,1,0.415,0.0796,0.0,0.491,0.652,146.315
67,milky chance,down by the river,7l8SsHb1SX5edK0cyFFR9u,0.66,0.677,9,-7.875,1,0.0602,0.729,3.75e-05,0.117,0.447,114.013
68,"ethan ross, jared anthony",50 ft,6Y3sIFJugSl4lULQb1TZzW,0.623,0.743,7,-7.411,0,0.0858,0.0277,0.0,0.102,0.177,152.032
69,chika,industry games,6HRUomAomV72oMArAAHEIT,0.764,0.54,1,-8.73,0,0.224,0.245,0.0,0.0846,0.541,155.109
70,ariaa,661,3ospStorNDG6tgVymlv7Z9,0.565,0.869,9,-5.054,0,0.0414,0.164,0.0,0.0971,0.816,155.854
71,hadar adora,patience,5VhHNAh8kZCBbIrVQudkIv,0.634,0.483,6,-6.806,0,0.186,0.15,2.64e-05,0.0791,0.665,107.199
72,oliver,ottomatic,2xxCF1zsq3irWmLvBCaTAw,0.419,0.843,9,-5.09,1,0.0664,0.00449,0.363,0.106,0.214,100.004
73,marshmello,fly,2HO0uCyq8jOveEzvmo4JEu,0.63,0.9,4,-3.955,1,0.0387,0.000639,0.852,0.203,0.155,134.988
74,beck,colors,2BOUrjXoRIo2YHVAyZyXVX,0.656,0.871,11,-4.548,1,0.071,0.00106,0.0233,0.0828,0.683,119.997
75,jay voss,take it from me,1lcJzhKHo5HSyvOwsfAOys,0.734,0.696,7,-6.1,1,0.193,0.355,0.0,0.0957,0.195,142.049
76,various artists,delicate weapon,1hT3eaGzrcFriQtgGdvsZv,0.602,0.786,9,-6.284,0,0.0279,0.0613,0.51,0.318,0.671,147.929
77,earthgang,powered up,5yh54SEOyyEeif8EGZg03m,0.672,0.949,2,-4.126,1,0.0635,0.000775,0.0478,0.101,0.537,154.032
78,"ethan ross, jared anthony",codes,6byz4ge1TeXplb8aXTUhKN,0.658,0.752,1,-6.847,0,0.0866,0.118,0.0,0.121,0.332,82.471
79,boreal,for you,1ylRQjmow0VDfowO04hzEB,0.786,0.676,2,-6.411,0,0.0509,0.257,0.0105,0.168,0.479,122.021
80,samwyse,$ & problems,7ukmIh3iHZtSoaRK1rJoh6,0.838,0.461,10,-8.788,0,0.185,0.199,0.0,0.0986,0.744,114.969
81,haywyre,do you don't you,08MChfwzCjuzC5jD4tDZ74,0.849,0.723,5,-5.093,0,0.046,0.028,0.12,0.235,0.552,115.031
82,oliver,last forever (feat. sam sparro),41o2QE25SjZupiapjCQyQA,0.677,0.812,8,-5.329,0,0.0429,0.262,0.464,0.37,0.141,118.002
83,big k.r.i.t.,kickoff,1KqM6aeBefQbLFkHzwIwrq,0.808,0.748,5,-4.162,0,0.12,0.00514,0.000199,0.311,0.256,156.957
84,chvrches,never say die,0yfljFQlsGXSeTKkQGsb8O,0.532,0.668,1,-4.332,0,0.0322,0.00651,8.48e-05,0.116,0.0559,111.036
85,flosstradamus,2 much (feat. 24hrs) (feat. 24hrs),6lwxNGjvD1pFlXyNI2h9aH,0.642,0.933,4,-2.887,0,0.0871,0.0657,1.04e-05,0.087,0.158,150.039
86,"vowed, mabryx",spotlight,6umMNKiHJdwlOKqWpFYtlu,0.691,0.917,6,-5.005,1,0.0347,0.00462,0.0148,0.209,0.269,126.005
87,the seige,run for your life,0L7lTy1aRn1TYYCTazcO5j,0.714,0.905,4,-5.137,0,0.245,0.0921,0.00149,0.0863,0.362,118.119
88,various artists,r - cali,2oMOqX9k4k16odibNkYyrD,0.714,0.765,4,-6.215,0,0.354,0.0105,0.0,0.566,0.52,74.986
89,tarik,don't i?,1lvU2yynARXnyQKeDme6nf,0.847,0.621,11,-5.646,0,0.268,0.0866,0.0,0.116,0.351,86.034
90,catfish and the bottlemen,cocoon,2W1NDIRXfBnIxBcnTIxE7p,0.427,0.868,7,-4.561,0,0.0559,0.000249,0.000542,0.0633,0.39,133.059
91,warcub,my world,1OUtRMoOn662g0KZacJKm7,0.567,0.808,0,-4.076,1,0.108,0.0289,0.00114,0.226,0.677,83.847
92,kwabs,walk,2ZvsMMI4aOkMUo92MKQzFI,0.615,0.814,9,-3.903,0,0.0677,0.17,0.0,0.218,0.577,144.005
93,"kaskade, will k",flip reset,2mUnxSunvs3Clvtpq3FtGo,0.78,0.916,1,-4.773,1,0.0699,0.00127,0.193,0.0611,0.426,126.006
94,lil baby,commercial (feat. lil uzi vert),3tDqEKKUs6gf8zMvSuLyLA,0.892,0.486,11,-8.637,0,0.384,0.048,0.0,0.146,0.535,120.998
95,"krayvent, renzo monteleone",can't get you out of my head,1KcFCp5dyPs2hW7ZGhfYJ0,0.672,0.592,0,-9.388,1,0.0649,0.148,0.107,0.182,0.114,126.126
96,avicii,the nights,0ct6r3EGTcMLPtrXHDvVjc,0.527,0.835,6,-5.298,1,0.0433,0.0166,0.0,0.249,0.654,125.983
97,nimic revenue,win again,2PGpvZNysbZqroD5gPGGRb,0.681,0.803,6,-5.147,0,0.105,0.00106,9e-06,0.0571,0.498,161.134
98,htiekal,fast life,7jl9oI0ajx1e4rnbX4DgVZ,0.602,0.697,10,-3.651,0,0.0252,0.0218,0.0,0.108,0.297,99.934
99,celeste,stop this flame,1bObrsJGW0UCIGZkvnDqbe,0.752,0.702,10,-4.927,0,0.0378,0.296,0.0,0.103,0.324,119.987
0,cravata,واش عقلتي,03dipnNAHOHTtJtv3EWlxW,0.881,0.538,11,-10.218,1,0.0979,0.231,0.058,0.0985,0.745,127.116
1,mehdi mozayine,malna haka ?,1oRqzXVdTqofua7MDSmJZn,0.836,0.691,7,-8.679,0,0.145,0.343,0.0,0.132,0.644,135.018
2,ahmed soultan,ya salam,6r6oetGw2VO4neqZ0L1d9T,0.714,0.557,0,-6.676,1,0.122,0.0358,0.000224,0.227,0.746,165.939
3,d33psoul,laar ya laar,6p1nVQXxuS3bI5jXxwZnnF,0.655,0.646,2,-7.913,1,0.0933,0.122,0.0793,0.107,0.278,89.918
4,asma lmnawar,we9tach,3Bcp7WUGhMU0Zs0EwWd71f,0.543,0.447,0,-8.702,0,0.0402,0.918,0.0,0.141,0.677,158.027
5,plylist,lili,7jXw9LPDWtOJO4cycQ9Wh1,0.847,0.53,9,-7.416,1,0.107,0.591,0.0,0.091,0.835,123.024
6,"saad lamjarred, zouhair bahaoui",lewjah tani,2YwzYRcRIJLMPq4TBTBQgd,0.64,0.717,7,-6.04,1,0.107,0.171,0.0,0.349,0.823,92.529
7,tagne,nadi canadi,14WP9aPMpre8L1u0RcRO5Q,0.617,0.557,5,-9.162,0,0.199,0.772,0.0,0.0775,0.654,174.09
8,mocci,9ortass,1m1RUXf2pARYhwNyaKd3ye,0.664,0.743,9,-5.553,0,0.227,0.273,0.0,0.0973,0.743,99.862
9,tiiwtiiw,galbi,145QcF8qbQU27EEhPNARwc,0.656,0.652,0,-5.856,0,0.0691,0.273,0.0,0.0938,0.667,90.042
10,ihab amir,hikayat,4Zp8xZyXhmn4jicKvUO6R2,0.612,0.57,11,-10.919,0,0.043,0.731,0.000129,0.123,0.687,174.033
11,elgrandetoto,mghayer,41fESN0nyDQvDjJDULssJn,0.536,0.697,2,-7.639,0,0.0392,0.277,1.6e-05,0.182,0.438,166.794
12,muslim,skati,7ungXHBRDqUW3s5iy5aEcI,0.758,0.651,9,-9.808,1,0.0383,0.142,0.00111,0.192,0.344,140.03
13,salma rachid,dmou3i salaw,1o5uU2QVRHDPNpPG9TEfgQ,0.72,0.651,4,-9.389,0,0.0528,0.39,3.37e-05,0.29,0.639,160.046
14,habib belk,sinama,4rhIp78DmRQ3zzSrNjmze1,0.449,0.674,9,-7.254,1,0.318,0.395,1.08e-06,0.654,0.69,188.879
15,cravata,l'amour,1SOYPKMtdwWCGq5xUuHamO,0.614,0.545,10,-7.733,1,0.0435,0.656,0.0,0.0971,0.692,80.006
16,hatim ammor,maak ntaya,4tRxWG3VJXHWCUu8G7SMtN,0.737,0.701,6,-6.546,1,0.08,0.178,0.0,0.0584,0.933,80.991
17,nouamane belaiachi,lmadi,5dFEs0UYNN8X05d6SzlPTC,0.666,0.527,7,-8.91,0,0.0499,0.548,6.74e-06,0.149,0.756,149.948
18,"ckay, elgrandetoto",love nwantiti (feat. elgrande toto) - north african remix,1EYeZGTMCjV7uVey5fNWXM,0.642,0.723,1,-6.149,1,0.243,0.58,0.000942,0.112,0.487,186.043
19,zaynab,kifi kif nass,3OGzKIGRrtnKWWYOBnretT,0.861,0.666,1,-7.231,0,0.0999,0.44,0.0,0.112,0.426,95.027
20,ghita,walo,2AdPThXwkFigPti9gjp7Ro,0.849,0.255,7,-18.141,1,0.0482,0.346,0.0307,0.0943,0.581,131.67
21,aezaddy,echemaa,075F2mbaWG6dXTHnGrOmJN,0.785,0.427,6,-9.808,1,0.106,0.465,0.000915,0.108,0.358,100.034
22,douzi,sabbara,3vs7e27QA7zhoJjjOd7BGe,0.335,0.682,0,-7.233,0,0.275,0.323,0.0,0.358,0.684,192.678
23,7ari,l'baida mon amour,4dxSPK51GeqyIXyzZYcP1y,0.757,0.779,8,-5.901,0,0.0533,0.148,0.000322,0.0782,0.464,109.989
24,abdeelgha4,d'accord,5oCWr6I9ikLYpx2p2Kcwh7,0.835,0.736,5,-4.906,0,0.0751,0.438,0.000204,0.078,0.841,110.024
25,smallx,maalish,42CFrgrQ2SOvAXPSbnaH3e,0.539,0.373,7,-10.348,0,0.139,0.261,0.0,0.156,0.438,64.055
26,soul a,chebba,2oDgCYV9ynHCCRxvHiwuFS,0.596,0.596,6,-6.895,0,0.0947,0.0787,0.0,0.0936,0.448,164.985
27,inkonnu,7ali ya 7ali,0e7rIlMjTs8DsDxrWb5cGo,0.792,0.575,11,-10.858,0,0.235,0.451,1.08e-06,0.104,0.462,126.059
28,tawsen,safe salina (moroccan remix),2nf1owFJaeOw5YubEW52ga,0.836,0.581,3,-8.961,0,0.0696,0.106,1.17e-06,0.101,0.639,110.999
29,"maestro, elgrandetoto",la rue,1BOSAwXRNLfhvblbn9TS6T,0.551,0.629,9,-8.818,0,0.0367,0.757,4.07e-05,0.118,0.408,84.745
30,van,sidi hbibi - remix,2YVFP22Clpc8FpJlTKCWNE,0.853,0.691,9,-4.91,0,0.161,0.122,4.61e-05,0.125,0.567,100.018
31,"kouz1, bachir zairi",ana w rassi,0vyV3joyy1lWJoZ7QWJVew,0.79,0.648,5,-7.288,0,0.0768,0.0669,0.0,0.144,0.675,119.988
32,mocci,sans toi,5XCmPcevC1eHbM8zfBYKRq,0.591,0.425,0,-11.634,0,0.171,0.575,0.0,0.103,0.495,109.215
33,mehdi mozayine,ça fait plaisir,21LqDqDks5vNjYB7yEe8Im,0.65,0.598,11,-10.19,0,0.315,0.229,0.0,0.0721,0.643,170.043
34,7-toun,mchat,7KZXm8GywvUzqOfTpT8cLT,0.662,0.554,9,-15.591,0,0.0961,0.635,4.86e-06,0.309,0.499,107.069
35,"lsan l7or, lbenj",chokran la vie,2U8ErvM7WUELQ5rhXFQIUz,0.773,0.65,6,-7.431,0,0.0824,0.179,0.0,0.0769,0.386,110.01
36,manal,niya,61yI81mtTxFzp4C017qFkS,0.628,0.535,2,-6.795,0,0.0598,0.0875,0.0,0.281,0.498,90.092
37,"mrabet, ali ssamid",daro biya (feat. ali ssamid),568yHBVC4xFHAKn59eVGNj,0.781,0.741,6,-4.555,0,0.0498,0.302,0.0,0.542,0.71,113.322
38,inkonnu,zahri,7tbdg8jBXvkdqo1LiuKZ2l,0.469,0.49,9,-10.724,0,0.207,0.674,0.0,0.0911,0.349,84.562
39,dizzy dros,nota,5tPauDRDmFoM8GMEGRQPnt,0.632,0.512,2,-10.709,0,0.0238,0.455,0.000219,0.176,0.172,97.486
40,maestro,blati,74XapoJ6VWbP4Uxb1u7iSy,0.651,0.512,9,-11.023,0,0.402,0.453,0.0,0.11,0.254,76.025
41,l7or,حس بيا,2YTco398182eSCcjCsq6JR,0.728,0.525,7,-10.161,1,0.0859,0.332,0.0,0.14,0.322,94.988
42,redone berhil,ghyabek tawel,0Nc1fCYWFVLYpfrNevIcKV,0.676,0.685,11,-9.786,0,0.0552,0.623,7.04e-06,0.0926,0.664,99.833
43,adil assil,meniytek,72IcDvNwJEoTvQF2MHeKEb,0.475,0.742,1,-7.074,0,0.27,0.123,0.0,0.0853,0.626,169.968
44,cravata,keddab,64HC3afpYKfxi58vHDbBTQ,0.717,0.56,1,-9.076,1,0.0343,0.441,1.92e-05,0.0939,0.588,104.044
45,stormy,ou tt,7JotlZMd14McnZK1WcIdYX,0.832,0.552,10,-9.221,0,0.0771,0.113,0.000295,0.0812,0.603,102.986
46,d33psoul,moulay hmed,6AlRg3F44agymFaESV22Lm,0.633,0.562,10,-9.461,1,0.0726,0.458,0.00062,0.123,0.711,159.997
47,zaynab,dar l3am,5w0WL0giMkK4WZnOuAAC3g,0.699,0.608,2,-6.36,0,0.0684,0.702,0.0,0.461,0.594,132.066
48,hind ziadi,dahket love,6xpjMHjtBFPcKN4GQ3d9Rx,0.774,0.701,3,-6.337,0,0.0826,0.478,1.67e-06,0.166,0.847,114.956
49,rajaa belmir,wak wak,4OxGLH7f7DZzkUGXFSMd8y,0.591,0.681,6,-6.515,0,0.156,0.512,1.63e-05,0.199,0.853,80.575
50,zouhair bahaoui,favor,2dU2D16RX11z3PdnJfXvIi,0.776,0.631,10,-8.332,0,0.0461,0.34,0.0,0.0858,0.625,99.985
0,"sebastian yatra, myke towers",pareja del año,2rCbl9naJYhaxjLsfx88uM,0.715,0.622,4,-5.102,0,0.046,0.163,0,0.0948,0.808,80.015
1,"maluma, beéle",aloha,5RAIMjdrCEjpjaR5tBATXU,0.807,0.712,1,-5.757,1,0.1,0.532,2.37e-05,0.163,0.792,100.004
3,"gera mx, christian nodal",botella tras botella,2MnLkFqY9Rpg9s3Zv6ZJdK,0.727,0.546,0,-4.572,1,0.0437,0.656,0,0.122,0.69,106.891
8,"selena gomez, rauw alejandro",baila conmigo (with rauw alejandro),0D75ciM842cdUMKSMfAR9y,0.824,0.545,5,-7.127,1,0.0699,0.0221,0.00375,0.097,0.683,149.912
9,"manuel turizo, maluma",amor en coma,3RasiWohReHWYM1FJ9d1ZD,0.644,0.661,1,-4.877,0,0.451,0.369,0,0.0733,0.355,180.05
11,camilo,millones,3YAnNBdk0uHyakXXzMbNJq,0.791,0.649,10,-2.312,1,0.276,0.0624,0,0.184,0.951,190.087
15,"carlos vives, ricky martin",canción bonita,5iF33sXejXwfTuidVHMll0,0.788,0.771,0,-4.048,1,0.0562,0.0452,0,0.103,0.785,91.945
23,kali uchis,telepatía,6tDDoYIxWvMLTdKpjFkc1B,0.653,0.524,11,-9.016,0,0.0502,0.112,0,0.203,0.553,83.97
27,karol g,el barco,2IViAyalheAvrT9ErMCABT,0.852,0.852,8,-3.476,0,0.0444,0.574,0.000103,0.326,0.881,143.952
29,"rochy rd, myke towers",ella no es tuya - remix,5YYW3yRktprLRr47WK219Y,0.585,0.611,6,-4.132,1,0.288,0.39,0,0.649,0.962,97.041
31,"anuel aa, ozuna",antes,73O30uMI7n6DuzBmbtO7kC,0.817,0.737,6,-5.453,0,0.102,0.046,1.57e-05,0.092,0.67,93.985
35,"piso 21, maluma",más de la una,69Y5IZuBvGyzySFt5x7kCq,0.605,0.8,10,-3.018,1,0.312,0.518,0.000128,0.0763,0.732,92.284
36,"karol g, anuel aa",location,5Km4r87BoX2qqtoprYS1gh,0.772,0.758,9,-3.891,1,0.0482,0.0433,0,0.295,0.654,115.977
39,"danny ocean, justin quiles",cuántas veces,0Vd3oU8EfWdZZO1J0W3dBN,0.863,0.823,11,-4.271,1,0.121,0.246,0,0.134,0.406,98.964
40,"khea, duki",wacha,5RmSunLqeDqNWww8LWhAiK,0.737,0.634,3,-4.25,0,0.0424,0.345,0,0.111,0.528,94.927
41,"camilo, evaluna montaner",machu picchu,1LXb70u8SLsvBAPWHMCTMe,0.788,0.789,0,-2.39,1,0.124,0.397,0,0.226,0.867,167.897
42,"luis fonsi, rauw alejandro",vacío,4KnLltd5UNz4c085UAr5dR,0.747,0.824,0,-2.316,1,0.0738,0.0283,0,0.0792,0.628,166.005
44,"mora, lunay",cuándo será,68Oy57uVLa2uZdWcYNi6M4,0.782,0.652,6,-4.602,0,0.0649,0.154,0,0.121,0.579,91.992
45,cnco,dejaría todo,1ZN2Dat0KrO0xqr9t8QP9r,0.702,0.758,9,-4.405,1,0.278,0.14,0,0.111,0.837,167.915
46,nathy peluso,delito,0K3dGPXHVALEqW8EEQGc3T,0.54,0.508,7,-7.868,0,0.29,0.522,1.13e-05,0.0755,0.653,82.606
0,uzk,new day,7j5lLMecNexAUtb0eORbwo,0.739,0.551,11,-7.406,0,0.0511,0.256,0.668,0.0815,0.556,79.985
1,sukisha,step to your mind,5xcJFBWJ2uuSfWryCHI9MH,0.624,0.831,7,-6.394,1,0.0378,0.184,0.82,0.116,0.577,179.991
2,h¥nok¥,luvin' u is ez,5epGnpP2sGDnblyS9Wo4mY,0.481,0.467,0,-7.249,1,0.0873,0.43,0.934,0.191,0.379,161.843
3,tsuyoshi kawaguchi,twilight,0bckA5rHWQ5MGfBjmEa8VT,0.675,0.489,0,-7.01,0,0.261,0.794,0.001,0.159,0.86,87.991
4,madlisk,yarden,4Y2ks8t6QoaWGQaFVrrlug,0.482,0.652,8,-6.616,1,0.239,0.305,5.62e-06,0.478,0.71,171.941
5,taiyo ky,berlin tsukin,0MHOzZBDrPjBocW11I2Ht6,0.733,0.218,5,-12.471,0,0.146,0.568,0.911,0.0861,0.34,87.143
6,hama,who,35solA4AqWqV0shqbmrlXi,0.838,0.0712,11,-14.364,0,0.119,0.474,0.809,0.101,0.537,91.055
7,a.o.,morning bird - instrumental,3AAkAL6VTVBJ4ZNSeRr0ai,0.798,0.252,11,-13.651,0,0.101,0.278,0.759,0.111,0.764,87.98
8,kōya ogata,"many ""scratch"" perry",6id8EVvF7aRAK59y8wCYAc,0.808,0.615,8,-8.78,0,0.136,0.215,0.847,0.116,0.194,89.993
9,doubutsu system,stay vision,3Gfh3KyQG1CXIUWkjHBSdh,0.315,0.719,5,-5.629,0,0.325,0.165,0.88,0.164,0.75,160.033
10,isaz,note,25dGr8RF6IMLHkzgHgE3Xl,0.812,0.446,8,-8.925,1,0.38,0.0294,0.295,0.592,0.771,168.212
11,sukisha,raining,2COYh59wnIaHLKjth7pM19,0.761,0.343,7,-10.858,1,0.182,0.947,0.957,0.115,0.673,183.978
